SnapshotDateKey,EmployeeID,DepartmentKey,JobKey,LocationKey,ManagerEmployeeID,JobLevel,HeadcountCount,TenureMonths,CurrentSalary,EmploymentStatusAtSnapshot,IsOnLeave
20230131,E100084,1,1003,2,E100073,5,1,38.9,152000,Active,False
20230131,E100085,1,1006,2,E100078,3,1,84.3,104000,Active,False
20230131,E100086,1,1000,5,E100045,2,1,33.3,31000,Active,False
20230131,E100087,1,1000,1,E100123,2,1,31.0,76500,Active,False
20230131,E100089,1,1001,4,E100044,3,1,58.5,105500,Active,False
20230131,E100090,1,1003,4,E100128,5,1,26.3,161000,Active,False
20230131,E100091,1,1002,1,E100056,4,1,55.7,138000,Active,False
20230131,E100092,1,1007,3,E100033,4,1,28.8,108000,Active,False
20230131,E100093,1,1006,1,E100107,3,1,56.1,86500,Active,False
20230131,E100094,1,1007,3,E000001,4,1,118.5,119500,Active,False
20230131,E100095,1,1000,1,E100133,2,1,31.9,74500,Active,False
20230131,E100097,1,1003,3,E100075,5,1,63.4,131500,Active,False
20230131,E100098,1,1001,1,E100110,3,1,33.9,89000,Active,False
20230131,E100099,1,1001,2,E100056,3,1,65.7,80000,Active,False
20230131,E100100,1,1006,2,E100075,3,1,30.4,82000,Active,False
20230131,E100101,1,1003,4,E100128,5,1,31.6,158000,Active,False
20230131,E100102,1,1005,3,E100031,6,1,68.7,192000,Active,False
20230131,E100103,1,1001,4,E100069,3,1,27.2,90000,Active,False
20230131,E100104,1,1006,4,E100069,3,1,80.6,136000,Active,False
20230131,E100105,1,1006,5,E100128,3,1,29.5,38500,Active,False
20230131,E100106,1,1004,6,E100031,5,1,33.9,118500,Active,False
20230131,E100108,1,1002,4,E100075,4,1,48.0,151500,Active,False
20230131,E100109,1,1006,4,E100019,3,1,42.6,98500,Active,False
20230131,E100110,1,1004,1,E100031,5,1,55.1,174500,Active,False
20230131,E100111,1,1003,5,E100078,5,1,111.4,92000,Active,False
20230131,E100112,1,1006,5,E100044,3,1,30.4,43500,Active,False
20230131,E100113,1,1005,5,E100031,6,1,91.9,125000,Active,False
20230131,E100115,1,1001,4,E100135,3,1,49.1,92500,Active,False
20230131,E100116,1,1004,4,E100031,5,1,43.2,159500,Active,False
20230131,E100117,1,1000,2,E100036,2,1,25.9,54000,Active,False
20230131,E100119,1,1006,1,E100078,3,1,35.9,88500,Active,False
20230131,E100120,1,1001,1,E100009,3,1,26.6,75000,Active,False
20230131,E100121,1,1003,3,E100113,5,1,53.3,160000,Active,False
20230131,E100125,1,1004,1,E100031,5,1,75.8,196500,Active,False
20230131,E100126,1,1005,2,E100031,6,1,32.8,187500,Active,False
20230131,E100127,1,1003,2,E100075,5,1,29.9,166000,Active,False
20230131,E100128,1,1005,3,E100031,6,1,60.2,209500,Active,False
20230131,E100129,1,1000,3,E100033,2,1,33.2,52500,Active,False
20230131,E100130,1,1000,6,E100078,2,1,113.5,94500,Active,False
20230131,E100131,1,1000,2,E100043,2,1,28.9,65000,Active,False
20230131,E100133,1,1005,1,E100031,6,1,55.8,264500,Active,False
20230131,E100134,1,1006,5,E100043,3,1,38.7,44500,Active,False
20230131,E100135,1,1005,5,E100031,6,1,68.5,89500,Active,False
20230131,E100136,1,1002,3,E100056,4,1,56.3,109500,Active,False
20230131,E100137,1,1003,2,E100078,5,1,50.5,141500,Active,False
20230131,E100138,1,1004,5,E100031,5,1,45.1,71000,Active,False
20230131,E100139,1,1007,1,E100075,4,1,52.5,126000,Active,False
20230131,E100140,1,1001,4,E100069,3,1,45.4,84500,Active,False
20230131,E100141,1,1003,4,E100044,5,1,30.2,148000,Active,False
20230131,E100142,2,1012,5,E100174,3,1,49.2,37500,Active,False
20230131,E100143,2,1008,5,E100179,2,1,36.5,24500,Active,False
20230131,E100145,2,1009,4,E100159,4,1,31.9,111000,Active,False
20230131,E100146,2,1009,1,E000001,4,1,118.6,146500,Active,False
20230131,E100147,2,1009,1,E100183,4,1,30.6,97000,Active,False
20230131,E100148,2,1010,2,E100185,5,1,52.7,131000,Active,False
20230131,E100149,2,1008,4,E100185,2,1,41.5,75500,Active,False
20230131,E100151,2,1010,1,E100183,5,1,44.4,158500,Active,False
20230131,E100152,2,1008,6,E100159,2,1,36.7,52500,Active,False
20230131,E100153,2,1010,6,E100185,5,1,91.4,186000,Active,False
20230131,E100155,2,1012,6,E100185,3,1,28.7,73500,Active,False
20230131,E100156,2,1008,1,E100162,2,1,26.8,62500,Active,False
20230131,E100157,2,1008,4,E100179,2,1,40.2,62000,Active,False
20230131,E100158,2,1008,4,E000001,2,1,112.6,89500,Active,False
20230131,E100160,2,1012,5,E100179,3,1,39.1,34500,Active,False
20230131,E100163,2,1010,4,E100159,5,1,65.8,153000,Active,False
20230131,E100164,2,1008,3,E100183,2,1,50.1,64000,Active,False
20230131,E100165,2,1008,1,E100174,2,1,58.2,80500,Active,False
20230131,E100166,2,1011,5,E100185,6,1,27.7,90500,Active,False
20230131,E100167,2,1012,4,E100183,3,1,50.2,107500,Active,False
20230131,E100169,2,1008,5,E100162,2,1,28.4,28500,Active,False
20230131,E100170,2,1012,5,E100174,3,1,41.2,45500,Active,False
20230131,E100172,2,1008,4,E100183,2,1,43.7,81500,Active,False
20230131,E100173,2,1008,5,E100166,2,1,25.2,33500,Active,False
20230131,E100174,2,1011,1,E100185,6,1,65.4,199000,Active,False
20230131,E100175,2,1012,6,E100183,3,1,34.6,72000,Active,False
20230131,E100176,2,1010,2,E100166,5,1,25.0,134000,Active,False
20230131,E100178,2,1012,3,E100174,3,1,57.4,77000,Active,False
20230131,E100179,2,1011,6,E100185,6,1,49.0,247500,Active,False
20230131,E100180,2,1010,4,E100185,5,1,37.7,136500,Active,False
20230131,E100181,2,1010,2,E100162,5,1,33.4,121000,Active,False
20230131,E100182,2,1011,3,E100185,6,1,27.2,194500,Active,False
20230131,E100183,2,1011,6,E100185,6,1,61.7,161000,On Leave,True
20230131,E100184,2,1008,3,E100159,2,1,64.5,52500,Active,False
20230131,E100185,2,1011,6,E000001,6,1,112.3,274500,Active,False
20230131,E100187,3,1016,3,E100250,5,1,75.1,136000,Active,False
20230131,E100189,3,1016,1,E100250,5,1,68.3,168500,Active,False
20230131,E100190,3,1018,5,E100227,3,1,80.5,49000,Active,False
20230131,E100191,3,1018,3,E100187,3,1,41.4,71500,Active,False
20230131,E100192,3,1013,5,E100302,1,1,44.5,27500,Active,False
20230131,E100193,3,1016,5,E100250,5,1,29.5,58500,Active,False
20230131,E100195,3,1016,6,E100250,5,1,115.1,186000,Active,False
20230131,E100196,3,1014,5,E100216,3,1,83.3,43500,Active,False
20230131,E100198,3,1013,2,E100187,1,1,32.2,53500,Active,False
20230131,E100200,3,1015,4,E100228,4,1,72.8,138000,Active,False
20230131,E100203,3,1018,2,E100195,3,1,60.5,89000,Active,False
20230131,E100205,3,1015,2,E100227,4,1,34.4,93500,Active,False
20230131,E100207,3,1018,4,E100189,3,1,27.6,125000,Active,False
20230131,E100209,3,1016,6,E100250,5,1,42.6,145500,Active,False
20230131,E100212,3,1013,2,E100307,1,1,50.3,57000,Active,False
20230131,E100214,3,1015,1,E100234,4,1,25.0,125500,Active,False
20230131,E100216,3,1017,5,E100250,6,1,89.5,105500,Active,False
20230131,E100218,3,1016,1,E100250,5,1,39.8,144000,Active,False
20230131,E100219,3,1016,2,E100250,5,1,90.5,228500,Active,False
20230131,E100221,3,1015,2,E100232,4,1,54.8,96000,Active,False
20230131,E100222,3,1013,2,E100254,1,1,26.0,43500,Active,False
20230131,E100224,3,1016,2,E100250,5,1,72.3,171500,Active,False
20230131,E100225,3,1014,4,E100228,3,1,46.5,72500,Active,False
20230131,E100226,3,1015,1,E100249,4,1,47.2,117500,Active,False
20230131,E100227,3,1017,3,E100250,6,1,88.4,239500,Active,False
20230131,E100228,3,1016,5,E100250,5,1,111.3,95000,Active,False
20230131,E100229,3,1014,4,E100232,3,1,43.9,80500,Active,False
20230131,E100230,3,1018,5,E100209,3,1,40.2,41000,Active,False
20230131,E100231,3,1016,4,E100250,5,1,55.7,166500,Active,False
20230131,E100232,3,1017,5,E100250,6,1,114.8,133000,Active,False
20230131,E100233,3,1017,5,E100250,6,1,53.3,94500,Active,False
20230131,E100234,3,1017,6,E100250,6,1,28.1,147500,Active,False
20230131,E100235,3,1013,2,E100248,1,1,26.3,40000,Active,False
20230131,E100237,3,1014,4,E100195,3,1,43.4,99500,Active,False
20230131,E100238,3,1013,5,E100227,1,1,44.3,23000,Active,False
20230131,E100239,3,1015,1,E100232,4,1,61.4,127500,Active,False
20230131,E100241,3,1018,2,E100228,3,1,40.0,96500,Active,False
20230131,E100242,3,1018,5,E100195,3,1,53.9,55500,Active,False
20230131,E100244,3,1017,5,E100250,6,1,39.2,88000,Active,False
20230131,E100246,3,1014,1,E100233,3,1,33.9,82000,Active,False
20230131,E100248,3,1016,2,E100250,5,1,44.3,159000,Active,False
20230131,E100249,3,1017,1,E100250,6,1,63.8,176000,Active,False
20230131,E100251,3,1013,1,E100228,1,1,26.7,50500,Active,False
20230131,E100252,3,1018,1,E100232,3,1,45.7,73500,Active,False
20230131,E100255,3,1016,1,E100250,5,1,43.3,147500,Active,False
20230131,E100256,3,1013,5,E100268,1,1,31.1,21000,Active,False
20230131,E100257,3,1018,4,E100228,3,1,57.8,71000,Active,False
20230131,E100259,3,1016,4,E100250,5,1,32.5,147500,Active,False
20230131,E100260,3,1015,1,E100286,4,1,31.8,102000,Active,False
20230131,E100262,3,1017,1,E100250,6,1,36.6,168500,Active,False
20230131,E100264,3,1018,6,E100268,3,1,36.4,76000,Active,False
20230131,E100265,3,1013,2,E100231,1,1,48.6,41000,Active,False
20230131,E100267,3,1014,3,E100290,3,1,25.0,77000,Active,False
20230131,E100269,3,1018,5,E100266,3,1,37.2,27500,Active,False
20230131,E100271,3,1015,2,E100286,4,1,44.0,113000,Active,False
20230131,E100272,3,1015,2,E100302,4,1,68.4,101000,Active,False
20230131,E100274,3,1014,3,E100195,3,1,115.0,123500,Active,False
20230131,E100276,3,1018,1,E100224,3,1,72.2,101000,Active,False
20230131,E100277,3,1013,5,E100232,1,1,50.6,23000,Active,False
20230131,E100278,3,1018,4,E100218,3,1,37.3,116000,Active,False
20230131,E100281,3,1018,2,E100304,3,1,27.0,78000,Active,False
20230131,E100282,3,1016,4,E100250,5,1,54.7,131500,Active,False
20230131,E100285,3,1014,1,E100306,3,1,25.2,77000,Active,False
20230131,E100286,3,1016,1,E100250,5,1,50.0,166000,Active,False
20230131,E100287,3,1013,1,E100302,1,1,32.5,46500,Active,False
20230131,E100289,3,1018,4,E100227,3,1,37.2,94500,Active,False
20230131,E100292,3,1013,1,E100216,1,1,32.9,55500,Active,False
20230131,E100295,3,1018,5,E100254,3,1,54.8,42000,Active,False
20230131,E100296,3,1013,1,E100244,1,1,28.3,60500,Active,False
20230131,E100297,3,1018,1,E100216,3,1,29.7,79000,Active,False
20230131,E100299,3,1013,3,E100194,1,1,56.9,41500,Active,False
20230131,E100300,3,1016,1,E100250,5,1,29.0,184500,Active,False
20230131,E100301,3,1014,3,E100227,3,1,66.5,91000,Active,False
20230131,E100302,3,1017,3,E100250,6,1,70.4,202000,Active,False
20230131,E100303,3,1013,2,E100197,1,1,41.5,52500,Active,False
20230131,E100305,3,1014,5,E100286,3,1,37.1,41500,Active,False
20230131,E100307,3,1016,1,E100250,5,1,50.5,148000,Active,False
20230131,E100308,3,1015,1,E100232,4,1,47.8,125000,Active,False
20230131,E100309,4,1020,5,E100342,3,1,31.3,40500,Active,False
20230131,E100311,4,1021,1,E100325,5,1,31.5,185000,Active,False
20230131,E100312,4,1019,1,E100342,2,1,39.9,65000,Active,False
20230131,E100313,4,1021,5,E100325,5,1,82.8,86500,Active,False
20230131,E100314,4,1023,6,E100325,6,1,68.3,216500,Active,False
20230131,E100315,4,1021,1,E100325,5,1,34.9,154000,Active,False
20230131,E100316,4,1023,3,E100325,6,1,110.2,178000,Active,False
20230131,E100317,4,1021,1,E100325,5,1,36.0,183000,Active,False
20230131,E100318,4,1023,1,E100325,6,1,37.3,217500,Active,False
20230131,E100319,4,1021,1,E100325,5,1,51.6,200500,Active,False
20230131,E100320,4,1022,5,E100341,3,1,56.7,41500,Active,False
20230131,E100321,4,1023,4,E100325,6,1,33.5,215500,Active,False
20230131,E100322,4,1022,5,E100315,3,1,31.2,41500,Active,False
20230131,E100323,4,1022,6,E100316,3,1,85.1,82000,Active,False
20230131,E100324,4,1019,2,E100325,2,1,98.3,82500,Active,False
20230131,E100325,4,1023,6,E000001,6,1,120.4,226500,Active,False
20230131,E100326,4,1022,1,E100341,3,1,36.5,79500,Active,False
20230131,E100327,4,1020,2,E100319,3,1,27.2,73000,Active,False
20230131,E100329,4,1022,5,E100361,3,1,47.5,43500,Active,False
20230131,E100333,4,1023,4,E100325,6,1,94.1,206000,On Leave,True
20230131,E100334,4,1022,1,E100313,3,1,30.0,94500,Active,False
20230131,E100335,4,1022,5,E100316,3,1,66.5,40500,Active,False
20230131,E100336,4,1019,5,E100361,2,1,31.1,24500,Active,False
20230131,E100337,4,1023,5,E100325,6,1,48.9,103000,Active,False
20230131,E100338,4,1019,1,E100337,2,1,43.3,61000,Active,False
20230131,E100339,4,1019,5,E100343,2,1,32.1,23500,Active,False
20230131,E100341,4,1021,5,E100325,5,1,71.3,67500,Active,False
20230131,E100342,4,1023,5,E100325,6,1,74.7,103000,Active,False
20230131,E100343,4,1021,6,E100325,5,1,57.3,135500,Active,False
20230131,E100344,4,1020,6,E100311,3,1,30.4,91000,Active,False
20230131,E100345,4,1020,4,E100318,3,1,32.4,92500,Active,False
20230131,E100346,4,1022,2,E100321,3,1,31.2,100500,Active,False
20230131,E100348,4,1019,1,E100353,2,1,40.0,80000,Active,False
20230131,E100349,4,1022,4,E100313,3,1,70.4,109000,Active,False
20230131,E100350,4,1020,1,E100325,3,1,117.3,124500,Active,False
20230131,E100351,4,1021,2,E100325,5,1,30.0,137000,Active,False
20230131,E100354,4,1020,2,E100316,3,1,37.8,79500,Active,False
20230131,E100355,4,1021,6,E100325,5,1,29.6,141000,Active,False
20230131,E100356,4,1020,3,E100359,3,1,27.1,93500,Active,False
20230131,E100357,4,1020,2,E100333,3,1,27.9,87000,Active,False
20230131,E100359,4,1023,5,E100325,6,1,82.3,127000,Active,False
20230131,E100360,4,1020,5,E100316,3,1,70.9,49000,Active,False
20230131,E100361,4,1021,3,E100325,5,1,74.0,121000,Active,False
20230131,E100362,4,1022,2,E100313,3,1,38.2,91500,Active,False
20230131,E100365,4,1021,1,E100325,5,1,53.5,149000,Active,False
20230131,E100366,4,1019,5,E100359,2,1,48.1,29500,Active,False
20230131,E100367,5,1026,1,E100441,3,1,33.4,89500,Active,False
20230131,E100368,5,1027,6,E100398,4,1,31.7,106500,Active,False
20230131,E100370,5,1024,1,E100445,1,1,29.4,50000,Active,False
20230131,E100372,5,1028,5,E100398,5,1,71.1,62500,Active,False
20230131,E100373,5,1028,1,E100398,5,1,27.2,174000,Active,False
20230131,E100374,5,1024,4,E100372,1,1,39.7,54000,Active,False
20230131,E100375,5,1024,5,E100372,1,1,64.8,25500,Active,False
20230131,E100377,5,1026,4,E100372,3,1,63.6,87000,Active,False
20230131,E100379,5,1024,4,E100461,1,1,32.9,35500,Active,False
20230131,E100381,5,1025,4,E100437,2,1,34.1,65500,Active,False
20230131,E100382,5,1026,4,E100398,3,1,31.4,94500,Active,False
20230131,E100383,5,1024,1,E100411,1,1,36.0,56500,Active,False
20230131,E100384,5,1024,1,E100418,1,1,36.6,56000,Active,False
20230131,E100386,5,1027,6,E100398,4,1,45.0,112000,On Leave,True
20230131,E100387,5,1024,1,E100428,1,1,55.2,61500,Active,False
20230131,E100388,5,1026,1,E100392,3,1,59.5,109000,Active,False
20230131,E100389,5,1025,4,E100411,2,1,28.0,71000,Active,False
20230131,E100391,5,1026,3,E100428,3,1,36.9,62500,Active,False
20230131,E100393,5,1024,4,E100422,1,1,32.6,54000,Active,False
20230131,E100394,5,1024,2,E100386,1,1,40.8,31500,Active,False
20230131,E100395,5,1028,4,E100398,5,1,69.3,163500,Active,False
20230131,E100396,5,1024,1,E100395,1,1,60.0,60000,Active,False
20230131,E100397,5,1024,4,E100432,1,1,45.5,63000,Active,False
20230131,E100398,5,1028,4,E000001,5,1,99.0,219000,Active,False
20230131,E100400,5,1027,6,E100398,4,1,42.3,92000,Active,False
20230131,E100402,5,1027,4,E100398,4,1,51.3,126500,Active,False
20230131,E100403,5,1024,1,E100412,1,1,47.3,52000,Active,False
20230131,E100404,5,1024,2,E100402,1,1,30.3,41500,Active,False
20230131,E100406,5,1024,3,E100424,1,1,26.1,41500,Active,False
20230131,E100407,5,1024,1,E100398,1,1,29.9,48000,Active,False
20230131,E100408,5,1026,4,E100429,3,1,25.1,81500,Active,False
20230131,E100410,5,1025,6,E100412,2,1,45.9,66000,On Leave,True
20230131,E100411,5,1028,1,E100398,5,1,79.7,129500,Active,False
20230131,E100412,5,1028,1,E100398,5,1,68.0,147500,Active,False
20230131,E100413,5,1025,4,E000001,2,1,109.5,86000,Active,False
20230131,E100414,5,1024,3,E100464,1,1,47.6,58500,Active,False
20230131,E100416,5,1026,3,E100464,3,1,39.3,70500,Active,False
20230131,E100417,5,1025,1,E100431,2,1,30.0,89500,Active,False
20230131,E100421,5,1024,1,E100398,1,1,96.2,80500,Active,False
20230131,E100422,5,1027,1,E100398,4,1,33.9,130500,Active,False
20230131,E100423,5,1026,1,E100401,3,1,43.3,97000,Active,False
20230131,E100424,5,1027,5,E100398,4,1,34.5,47500,Active,False
20230131,E100425,5,1024,2,E100401,1,1,43.5,50000,Active,False
20230131,E100429,5,1028,1,E100398,5,1,67.7,177500,Active,False
20230131,E100430,5,1026,5,E100431,3,1,28.7,42000,Active,False
20230131,E100431,5,1027,2,E100398,4,1,42.0,103500,Active,False
20230131,E100433,5,1027,1,E100398,4,1,38.8,100500,Active,False
20230131,E100435,5,1027,3,E100398,4,1,40.3,103000,Active,False
20230131,E100436,5,1027,4,E100398,4,1,30.7,84500,Active,False
20230131,E100437,5,1028,2,E100398,5,1,48.9,128500,Active,False
20230131,E100439,5,1026,4,E100372,3,1,37.4,77000,Active,False
20230131,E100440,5,1024,5,E100398,1,1,78.0,28500,Active,False
20230131,E100445,5,1027,1,E100398,4,1,29.8,108500,Active,False
20230131,E100446,5,1026,1,E100432,3,1,29.5,79500,Active,False
20230131,E100448,5,1027,1,E100398,4,1,29.0,109500,Active,False
20230131,E100453,5,1025,1,E100455,2,1,25.1,68000,Active,False
20230131,E100454,5,1024,5,E100437,1,1,30.7,21000,Active,False
20230131,E100455,5,1027,1,E100398,4,1,49.0,100000,Active,False
20230131,E100457,5,1026,5,E100398,3,1,74.8,42500,Active,False
20230131,E100458,5,1025,5,E100415,2,1,54.5,30500,Active,False
20230131,E100459,5,1026,3,E100455,3,1,34.1,51500,Active,False
20230131,E100462,5,1025,3,E100412,2,1,48.9,60500,Active,False
20230131,E100464,5,1028,2,E100398,5,1,76.5,206000,Active,False
20230131,E100466,5,1024,4,E100464,1,1,48.6,73000,Active,False
20230131,E100467,5,1027,1,E100398,4,1,30.7,91500,Active,False
20230131,E100469,6,1029,6,E100480,2,1,42.5,75500,Active,False
20230131,E100470,6,1029,3,E100486,2,1,32.2,57000,Active,False
20230131,E100471,6,1030,5,E100496,4,1,26.2,41000,Active,False
20230131,E100472,6,1030,1,E100480,4,1,27.9,135500,Active,False
20230131,E100473,6,1030,2,E100491,4,1,62.4,113000,Active,False
20230131,E100474,6,1029,1,E100493,2,1,44.1,69000,Active,False
20230131,E100476,6,1033,5,E100493,6,1,30.9,82000,Active,False
20230131,E100477,6,1029,2,E100486,2,1,50.3,67000,Active,False
20230131,E100479,6,1033,4,E100493,6,1,61.7,246000,Active,False
20230131,E100480,6,1033,1,E100493,6,1,67.2,233500,Active,False
20230131,E100482,6,1029,1,E100496,2,1,60.7,79000,Active,False
20230131,E100483,6,1033,1,E100493,6,1,48.1,271500,Active,False
20230131,E100484,6,1029,2,E100486,2,1,53.5,59000,Active,False
20230131,E100485,6,1033,3,E100493,6,1,67.1,165500,Active,False
20230131,E100486,6,1032,1,E100493,5,1,71.2,182000,Active,False
20230131,E100488,6,1029,5,E100485,2,1,42.5,31500,Active,False
20230131,E100489,6,1029,1,E100485,2,1,33.7,61500,Active,False
20230131,E100490,6,1031,3,E100491,3,1,84.0,64000,Active,False
20230131,E100492,6,1029,1,E100479,2,1,47.8,63500,Active,False
20230131,E100493,6,1033,2,E000001,6,1,114.7,231000,Active,False
20230131,E100495,6,1029,3,E100496,2,1,49.3,82000,Active,False
20230131,E100496,6,1032,5,E100493,5,1,65.1,69000,Active,False
20230131,E100497,6,1029,4,E100496,2,1,32.9,77000,Active,False
20230131,E100498,6,1031,2,E100496,3,1,48.1,80500,Active,False
20230131,E100499,6,1030,2,E100493,4,1,108.7,122000,Active,False
20230131,E100500,6,1030,2,E100491,4,1,37.8,91500,Active,False
20230131,E100501,7,1036,6,E100505,3,1,40.5,86500,Active,False
20230131,E100502,7,1034,5,E100512,3,1,60.5,36000,Active,False
20230131,E100503,7,1037,3,E100535,5,1,36.2,122000,Active,False
20230131,E100504,7,1039,6,E100535,6,1,38.0,210000,Active,False
20230131,E100505,7,1039,5,E100535,6,1,64.7,85500,Active,False
20230131,E100506,7,1038,2,E100535,6,1,56.1,203000,Active,False
20230131,E100507,7,1037,4,E100535,5,1,31.7,161500,Active,False
20230131,E100508,7,1036,1,E100513,3,1,51.3,87500,Active,False
20230131,E100509,7,1036,1,E100505,3,1,32.8,77000,Active,False
20230131,E100510,7,1037,3,E100535,5,1,47.7,118500,Active,False
20230131,E100511,7,1034,4,E100505,3,1,45.8,103000,Active,False
20230131,E100513,7,1038,1,E100535,6,1,72.5,266000,Active,False
20230131,E100514,7,1037,5,E100535,5,1,25.6,71000,Active,False
20230131,E100516,7,1035,3,E100518,4,1,52.0,78000,Active,False
20230131,E100517,7,1035,1,E100535,4,1,33.2,126000,Active,False
20230131,E100518,7,1038,1,E100535,6,1,54.3,250500,Active,False
20230131,E100519,7,1039,5,E100535,6,1,27.8,110000,Active,False
20230131,E100520,7,1034,1,E100538,3,1,30.5,99000,Active,False
20230131,E100521,7,1035,4,E100533,4,1,35.4,144000,Active,False
20230131,E100523,7,1038,4,E100535,6,1,50.4,234000,Active,False
20230131,E100525,7,1039,1,E100535,6,1,43.3,242500,Active,False
