ReviewID,EmployeeID,ReviewPeriod,ReviewDate,Rating,RatingLabel,GoalAchievementPct,PromotionRecommended,ManagerEmployeeID
64,E100007,2021 H2,2021-12-15,4,Exceeds Expectations,66,True,E100036
65,E100007,2022 H1,2022-06-15,3,Meets Expectations,49,False,E100036
66,E100007,2022 H2,2022-12-15,5,Outstanding,83,False,E100036
67,E100007,2023 H1,2023-06-15,3,Meets Expectations,59,False,E100036
68,E100007,2023 H2,2023-12-15,3,Meets Expectations,59,False,E100036
69,E100007,2024 H1,2024-06-15,4,Exceeds Expectations,64,False,E100036
70,E100007,2024 H2,2024-12-15,3,Meets Expectations,45,False,E100036
71,E100007,2025 H1,2025-06-15,4,Exceeds Expectations,70,False,E100036
72,E100007,2025 H2,2025-12-15,3,Meets Expectations,62,False,E100036
73,E100007,2026 H1,2026-06-15,4,Exceeds Expectations,74,False,E100036
74,E100008,2021 H1,2021-06-15,4,Exceeds Expectations,70,False,E100123
75,E100008,2021 H2,2021-12-15,3,Meets Expectations,55,False,E100123
76,E100008,2022 H1,2022-06-15,3,Meets Expectations,68,False,E100123
77,E100008,2022 H2,2022-12-15,3,Meets Expectations,69,False,E100123
78,E100008,2023 H1,2023-06-15,2,Needs Improvement,33,False,E100123
79,E100008,2023 H2,2023-12-15,3,Meets Expectations,50,False,E100123
80,E100008,2024 H1,2024-06-15,4,Exceeds Expectations,67,False,E100123
81,E100008,2024 H2,2024-12-15,4,Exceeds Expectations,71,False,E100123
82,E100008,2025 H1,2025-06-15,3,Meets Expectations,40,False,E100123
83,E100008,2025 H2,2025-12-15,5,Outstanding,105,False,E100123
84,E100008,2026 H1,2026-06-15,2,Needs Improvement,52,False,E100123
85,E100009,2021 H1,2021-06-15,2,Needs Improvement,34,False,E100031
86,E100009,2021 H2,2021-12-15,3,Meets Expectations,50,False,E100031
87,E100009,2022 H1,2022-06-15,4,Exceeds Expectations,79,False,E100031
88,E100009,2022 H2,2022-12-15,2,Needs Improvement,50,False,E100031
89,E100009,2023 H1,2023-06-15,5,Outstanding,96,False,E100031
90,E100010,2021 H1,2021-06-15,3,Meets Expectations,56,False,E100025
91,E100010,2021 H2,2021-12-15,3,Meets Expectations,63,False,E100025
92,E100011,2021 H1,2021-06-15,2,Needs Improvement,40,False,E100045
93,E100011,2021 H2,2021-12-15,4,Exceeds Expectations,69,True,E100045
94,E100011,2022 H1,2022-06-15,4,Exceeds Expectations,54,False,E100045
95,E100011,2022 H2,2022-12-15,3,Meets Expectations,57,False,E100045
96,E100011,2023 H1,2023-06-15,4,Exceeds Expectations,66,False,E100045
97,E100011,2023 H2,2023-12-15,4,Exceeds Expectations,71,True,E100045
98,E100011,2024 H1,2024-06-15,2,Needs Improvement,33,False,E100045
99,E100011,2024 H2,2024-12-15,4,Exceeds Expectations,85,True,E100045
100,E100011,2025 H1,2025-06-15,3,Meets Expectations,57,False,E100045
101,E100011,2025 H2,2025-12-15,4,Exceeds Expectations,77,False,E100045
102,E100011,2026 H1,2026-06-15,3,Meets Expectations,53,False,E100045
103,E100012,2021 H1,2021-06-15,4,Exceeds Expectations,76,False,E100031
104,E100012,2021 H2,2021-12-15,4,Exceeds Expectations,79,False,E100031
105,E100012,2022 H1,2022-06-15,4,Exceeds Expectations,74,False,E100031
106,E100012,2022 H2,2022-12-15,3,Meets Expectations,62,False,E100031
107,E100012,2023 H1,2023-06-15,2,Needs Improvement,42,False,E100031
108,E100012,2023 H2,2023-12-15,4,Exceeds Expectations,64,False,E100031
109,E100012,2024 H1,2024-06-15,3,Meets Expectations,56,False,E100031
110,E100012,2024 H2,2024-12-15,3,Meets Expectations,49,False,E100031
111,E100012,2025 H1,2025-06-15,4,Exceeds Expectations,55,False,E100031
112,E100012,2025 H2,2025-12-15,3,Meets Expectations,50,False,E100031
113,E100012,2026 H1,2026-06-15,2,Needs Improvement,32,False,E100031
114,E100013,2021 H1,2021-06-15,2,Needs Improvement,47,False,E100006
115,E100013,2021 H2,2021-12-15,4,Exceeds Expectations,80,True,E100006
116,E100013,2022 H1,2022-06-15,4,Exceeds Expectations,50,False,E100006
117,E100013,2022 H2,2022-12-15,2,Needs Improvement,44,False,E100006
118,E100013,2023 H1,2023-06-15,5,Outstanding,93,False,E100006
119,E100013,2023 H2,2023-12-15,5,Outstanding,81,True,E100006
120,E100013,2024 H1,2024-06-15,3,Meets Expectations,60,False,E100006
121,E100013,2024 H2,2024-12-15,3,Meets Expectations,37,False,E100006
122,E100013,2025 H1,2025-06-15,4,Exceeds Expectations,64,False,E100006
123,E100013,2025 H2,2025-12-15,2,Needs Improvement,47,False,E100006
124,E100013,2026 H1,2026-06-15,4,Exceeds Expectations,78,True,E100006
125,E100014,2021 H1,2021-06-15,4,Exceeds Expectations,81,True,E100045
126,E100014,2021 H2,2021-12-15,4,Exceeds Expectations,57,True,E100045
127,E100014,2022 H1,2022-06-15,2,Needs Improvement,46,False,E100045
128,E100014,2022 H2,2022-12-15,4,Exceeds Expectations,70,False,E100045
129,E100014,2023 H1,2023-06-15,2,Needs Improvement,30,False,E100045
130,E100014,2023 H2,2023-12-15,3,Meets Expectations,46,False,E100045
131,E100014,2024 H1,2024-06-15,2,Needs Improvement,39,False,E100045
132,E100014,2024 H2,2024-12-15,5,Outstanding,96,False,E100045
133,E100014,2025 H1,2025-06-15,3,Meets Expectations,53,False,E100045
134,E100014,2025 H2,2025-12-15,4,Exceeds Expectations,66,False,E100045
135,E100014,2026 H1,2026-06-15,4,Exceeds Expectations,68,False,E100045
136,E100015,2021 H1,2021-06-15,3,Meets Expectations,38,False,E100044
137,E100015,2021 H2,2021-12-15,3,Meets Expectations,58,False,E100044
138,E100015,2022 H1,2022-06-15,4,Exceeds Expectations,54,False,E100044
139,E100015,2022 H2,2022-12-15,4,Exceeds Expectations,79,False,E100044
140,E100015,2023 H1,2023-06-15,5,Outstanding,86,False,E100044
141,E100015,2023 H2,2023-12-15,3,Meets Expectations,43,False,E100044
142,E100015,2024 H1,2024-06-15,3,Meets Expectations,50,False,E100044
143,E100015,2024 H2,2024-12-15,4,Exceeds Expectations,71,False,E100044
144,E100015,2025 H1,2025-06-15,4,Exceeds Expectations,69,False,E100044
145,E100015,2025 H2,2025-12-15,5,Outstanding,65,True,E100044
146,E100015,2026 H1,2026-06-15,5,Outstanding,76,False,E100044
147,E100016,2021 H1,2021-06-15,4,Exceeds Expectations,78,False,E100125
148,E100016,2021 H2,2021-12-15,2,Needs Improvement,48,False,E100125
149,E100016,2022 H1,2022-06-15,2,Needs Improvement,30,False,E100125
150,E100016,2022 H2,2022-12-15,3,Meets Expectations,49,False,E100125
151,E100017,2021 H1,2021-06-15,3,Meets Expectations,54,False,E100044
152,E100017,2021 H2,2021-12-15,4,Exceeds Expectations,71,False,E100044
153,E100017,2022 H1,2022-06-15,2,Needs Improvement,30,False,E100044
154,E100017,2022 H2,2022-12-15,5,Outstanding,79,False,E100044
155,E100017,2023 H1,2023-06-15,2,Needs Improvement,30,False,E100044
156,E100017,2023 H2,2023-12-15,4,Exceeds Expectations,81,True,E100044
157,E100017,2024 H1,2024-06-15,4,Exceeds Expectations,84,False,E100044
158,E100017,2024 H2,2024-12-15,3,Meets Expectations,42,False,E100044
159,E100017,2025 H1,2025-06-15,4,Exceeds Expectations,76,False,E100044
160,E100017,2025 H2,2025-12-15,4,Exceeds Expectations,68,False,E100044
161,E100017,2026 H1,2026-06-15,4,Exceeds Expectations,71,True,E100044
162,E100018,2021 H1,2021-06-15,4,Exceeds Expectations,71,False,E100044
163,E100018,2021 H2,2021-12-15,3,Meets Expectations,43,False,E100044
164,E100018,2022 H1,2022-06-15,4,Exceeds Expectations,50,False,E100044
165,E100018,2022 H2,2022-12-15,3,Meets Expectations,48,False,E100044
166,E100018,2023 H1,2023-06-15,2,Needs Improvement,33,False,E100044
167,E100018,2023 H2,2023-12-15,4,Exceeds Expectations,73,False,E100044
168,E100018,2024 H1,2024-06-15,3,Meets Expectations,60,False,E100044
169,E100018,2024 H2,2024-12-15,4,Exceeds Expectations,60,False,E100044
170,E100018,2025 H1,2025-06-15,3,Meets Expectations,39,False,E100044
171,E100018,2025 H2,2025-12-15,3,Meets Expectations,47,False,E100044
172,E100018,2026 H1,2026-06-15,3,Meets Expectations,73,False,E100044
173,E100019,2021 H1,2021-06-15,2,Needs Improvement,30,False,E100031
174,E100019,2021 H2,2021-12-15,5,Outstanding,95,False,E100031
175,E100020,2021 H1,2021-06-15,4,Exceeds Expectations,68,False,E100036
176,E100020,2021 H2,2021-12-15,4,Exceeds Expectations,70,True,E100036
177,E100020,2022 H1,2022-06-15,4,Exceeds Expectations,82,True,E100036
178,E100020,2022 H2,2022-12-15,4,Exceeds Expectations,65,True,E100036
179,E100020,2023 H1,2023-06-15,3,Meets Expectations,44,False,E100036
180,E100020,2023 H2,2023-12-15,4,Exceeds Expectations,75,False,E100036
181,E100020,2024 H1,2024-06-15,2,Needs Improvement,40,False,E100036
182,E100020,2024 H2,2024-12-15,4,Exceeds Expectations,77,False,E100036
183,E100020,2025 H1,2025-06-15,3,Meets Expectations,59,False,E100036
184,E100020,2025 H2,2025-12-15,4,Exceeds Expectations,63,False,E100036
185,E100020,2026 H1,2026-06-15,4,Exceeds Expectations,62,False,E100036
186,E100021,2021 H1,2021-06-15,2,Needs Improvement,38,False,E100025
187,E100021,2021 H2,2021-12-15,1,Unsatisfactory,30,False,E100025
188,E100021,2022 H1,2022-06-15,3,Meets Expectations,67,False,E100025
189,E100021,2022 H2,2022-12-15,3,Meets Expectations,73,False,E100025
190,E100021,2023 H1,2023-06-15,2,Needs Improvement,40,False,E100025
191,E100021,2023 H2,2023-12-15,4,Exceeds Expectations,62,False,E100025
192,E100021,2024 H1,2024-06-15,3,Meets Expectations,52,False,E100025
193,E100021,2024 H2,2024-12-15,4,Exceeds Expectations,57,False,E100025
194,E100021,2025 H1,2025-06-15,5,Outstanding,71,False,E100025
195,E100021,2025 H2,2025-12-15,4,Exceeds Expectations,63,False,E100025
196,E100021,2026 H1,2026-06-15,4,Exceeds Expectations,65,True,E100025
197,E100022,2021 H1,2021-06-15,5,Outstanding,91,False,E100031
198,E100022,2021 H2,2021-12-15,3,Meets Expectations,42,False,E100031
199,E100022,2022 H1,2022-06-15,4,Exceeds Expectations,76,False,E100031
200,E100022,2022 H2,2022-12-15,3,Meets Expectations,54,False,E100031
201,E100022,2023 H1,2023-06-15,4,Exceeds Expectations,78,True,E100031
202,E100022,2023 H2,2023-12-15,3,Meets Expectations,49,False,E100031
203,E100022,2024 H1,2024-06-15,4,Exceeds Expectations,70,False,E100031
204,E100022,2024 H2,2024-12-15,2,Needs Improvement,51,False,E100031
205,E100022,2025 H1,2025-06-15,4,Exceeds Expectations,54,False,E100031
206,E100022,2025 H2,2025-12-15,3,Meets Expectations,69,False,E100031
207,E100022,2026 H1,2026-06-15,4,Exceeds Expectations,57,True,E100031
208,E100023,2021 H1,2021-06-15,2,Needs Improvement,30,False,E100006
209,E100023,2021 H2,2021-12-15,3,Meets Expectations,60,False,E100006
210,E100023,2022 H1,2022-06-15,2,Needs Improvement,41,False,E100006
211,E100023,2022 H2,2022-12-15,3,Meets Expectations,35,False,E100006
212,E100023,2023 H1,2023-06-15,3,Meets Expectations,73,False,E100006
213,E100023,2023 H2,2023-12-15,5,Outstanding,85,False,E100006
214,E100023,2024 H1,2024-06-15,4,Exceeds Expectations,66,True,E100006
215,E100023,2024 H2,2024-12-15,2,Needs Improvement,30,False,E100006
216,E100023,2025 H1,2025-06-15,4,Exceeds Expectations,60,False,E100006
217,E100023,2025 H2,2025-12-15,4,Exceeds Expectations,83,False,E100006
218,E100023,2026 H1,2026-06-15,3,Meets Expectations,55,False,E100006
219,E100024,2021 H1,2021-06-15,5,Outstanding,93,False,E100056
220,E100024,2021 H2,2021-12-15,5,Outstanding,72,False,E100056
221,E100024,2022 H1,2022-06-15,3,Meets Expectations,50,False,E100056
222,E100024,2022 H2,2022-12-15,5,Outstanding,90,False,E100056
223,E100024,2023 H1,2023-06-15,3,Meets Expectations,52,False,E100056
224,E100024,2023 H2,2023-12-15,4,Exceeds Expectations,68,False,E100056
225,E100024,2024 H1,2024-06-15,4,Exceeds Expectations,73,False,E100056
226,E100024,2024 H2,2024-12-15,3,Meets Expectations,65,False,E100056
227,E100024,2025 H1,2025-06-15,5,Outstanding,101,False,E100056
228,E100024,2025 H2,2025-12-15,3,Meets Expectations,65,False,E100056
229,E100024,2026 H1,2026-06-15,4,Exceeds Expectations,60,False,E100056
230,E100025,2021 H1,2021-06-15,3,Meets Expectations,66,False,E100031
231,E100025,2021 H2,2021-12-15,4,Exceeds Expectations,66,False,E100031
232,E100025,2022 H1,2022-06-15,2,Needs Improvement,48,False,E100031
233,E100025,2022 H2,2022-12-15,4,Exceeds Expectations,72,False,E100031
234,E100025,2023 H1,2023-06-15,3,Meets Expectations,61,False,E100031
235,E100025,2023 H2,2023-12-15,2,Needs Improvement,30,False,E100031
236,E100025,2024 H1,2024-06-15,4,Exceeds Expectations,81,False,E100031
237,E100025,2024 H2,2024-12-15,4,Exceeds Expectations,68,False,E100031
238,E100025,2025 H1,2025-06-15,4,Exceeds Expectations,60,False,E100031
239,E100025,2025 H2,2025-12-15,3,Meets Expectations,64,False,E100031
240,E100025,2026 H1,2026-06-15,2,Needs Improvement,30,False,E100031
241,E100026,2021 H1,2021-06-15,3,Meets Expectations,64,False,E100123
242,E100026,2021 H2,2021-12-15,4,Exceeds Expectations,57,False,E100123
243,E100026,2022 H1,2022-06-15,3,Meets Expectations,39,False,E100123
244,E100026,2022 H2,2022-12-15,4,Exceeds Expectations,59,False,E100123
245,E100026,2023 H1,2023-06-15,4,Exceeds Expectations,69,True,E100123
246,E100026,2023 H2,2023-12-15,3,Meets Expectations,37,False,E100123
247,E100026,2024 H1,2024-06-15,4,Exceeds Expectations,87,False,E100123
248,E100026,2024 H2,2024-12-15,5,Outstanding,90,False,E100123
249,E100026,2025 H1,2025-06-15,2,Needs Improvement,32,False,E100123
250,E100026,2025 H2,2025-12-15,4,Exceeds Expectations,73,True,E100123
251,E100026,2026 H1,2026-06-15,2,Needs Improvement,43,False,E100123
252,E100027,2021 H1,2021-06-15,4,Exceeds Expectations,79,False,E100123
253,E100027,2021 H2,2021-12-15,3,Meets Expectations,39,False,E100123
254,E100027,2022 H1,2022-06-15,3,Meets Expectations,65,False,E100123
255,E100027,2022 H2,2022-12-15,3,Meets Expectations,45,False,E100123
256,E100027,2023 H1,2023-06-15,2,Needs Improvement,31,False,E100123
257,E100027,2023 H2,2023-12-15,4,Exceeds Expectations,78,False,E100123
258,E100029,2021 H1,2021-06-15,2,Needs Improvement,46,False,E100107
259,E100029,2021 H2,2021-12-15,4,Exceeds Expectations,69,True,E100107
260,E100029,2022 H1,2022-06-15,2,Needs Improvement,48,False,E100107
261,E100029,2022 H2,2022-12-15,4,Exceeds Expectations,91,True,E100107
262,E100029,2023 H1,2023-06-15,2,Needs Improvement,38,False,E100107
263,E100029,2023 H2,2023-12-15,5,Outstanding,94,False,E100107
264,E100029,2024 H1,2024-06-15,1,Unsatisfactory,30,False,E100107
265,E100029,2024 H2,2024-12-15,5,Outstanding,83,False,E100107
266,E100029,2025 H1,2025-06-15,4,Exceeds Expectations,58,False,E100107
267,E100029,2025 H2,2025-12-15,3,Meets Expectations,63,False,E100107
268,E100029,2026 H1,2026-06-15,4,Exceeds Expectations,67,False,E100107
269,E100030,2021 H1,2021-06-15,4,Exceeds Expectations,71,False,E100102
270,E100030,2021 H2,2021-12-15,4,Exceeds Expectations,67,False,E100102
271,E100030,2022 H1,2022-06-15,4,Exceeds Expectations,91,False,E100102
272,E100030,2022 H2,2022-12-15,4,Exceeds Expectations,78,False,E100102
273,E100030,2023 H1,2023-06-15,2,Needs Improvement,37,False,E100102
274,E100030,2023 H2,2023-12-15,4,Exceeds Expectations,59,True,E100102
275,E100030,2024 H1,2024-06-15,3,Meets Expectations,51,False,E100102
276,E100030,2024 H2,2024-12-15,2,Needs Improvement,30,False,E100102
277,E100030,2025 H1,2025-06-15,5,Outstanding,90,False,E100102
278,E100030,2025 H2,2025-12-15,4,Exceeds Expectations,90,False,E100102
279,E100030,2026 H1,2026-06-15,1,Unsatisfactory,39,False,E100102
280,E100031,2021 H1,2021-06-15,4,Exceeds Expectations,59,False,E000001
281,E100031,2021 H2,2021-12-15,2,Needs Improvement,43,False,E000001
282,E100031,2022 H1,2022-06-15,4,Exceeds Expectations,76,True,E000001
283,E100032,2021 H1,2021-06-15,3,Meets Expectations,56,False,E100033
284,E100032,2021 H2,2021-12-15,3,Meets Expectations,51,False,E100033
285,E100032,2022 H1,2022-06-15,3,Meets Expectations,47,False,E100033
286,E100033,2021 H1,2021-06-15,2,Needs Improvement,51,False,E100031
287,E100033,2021 H2,2021-12-15,3,Meets Expectations,67,False,E100031
288,E100033,2022 H1,2022-06-15,3,Meets Expectations,48,False,E100031
289,E100033,2022 H2,2022-12-15,2,Needs Improvement,55,False,E100031
290,E100033,2023 H1,2023-06-15,4,Exceeds Expectations,62,False,E100031
291,E100033,2023 H2,2023-12-15,4,Exceeds Expectations,82,False,E100031
292,E100033,2024 H1,2024-06-15,4,Exceeds Expectations,73,False,E100031
293,E100033,2024 H2,2024-12-15,3,Meets Expectations,46,False,E100031
294,E100033,2025 H1,2025-06-15,3,Meets Expectations,44,False,E100031
295,E100033,2025 H2,2025-12-15,4,Exceeds Expectations,88,False,E100031
296,E100033,2026 H1,2026-06-15,4,Exceeds Expectations,66,False,E100031
297,E100034,2021 H1,2021-06-15,3,Meets Expectations,57,False,E100044
298,E100034,2021 H2,2021-12-15,4,Exceeds Expectations,73,False,E100044
299,E100034,2022 H1,2022-06-15,3,Meets Expectations,65,False,E100044
300,E100034,2022 H2,2022-12-15,4,Exceeds Expectations,76,False,E100044
301,E100034,2023 H1,2023-06-15,2,Needs Improvement,33,False,E100044
302,E100035,2021 H1,2021-06-15,4,Exceeds Expectations,59,False,E100078
303,E100035,2021 H2,2021-12-15,2,Needs Improvement,47,False,E100078
304,E100035,2022 H1,2022-06-15,4,Exceeds Expectations,74,False,E100078
305,E100035,2022 H2,2022-12-15,4,Exceeds Expectations,74,False,E100078
306,E100035,2023 H1,2023-06-15,1,Unsatisfactory,30,False,E100078
307,E100035,2023 H2,2023-12-15,3,Meets Expectations,55,False,E100078
308,E100035,2024 H1,2024-06-15,3,Meets Expectations,49,False,E100078
309,E100035,2024 H2,2024-12-15,4,Exceeds Expectations,69,False,E100078
310,E100035,2025 H1,2025-06-15,4,Exceeds Expectations,87,True,E100078
311,E100035,2025 H2,2025-12-15,2,Needs Improvement,30,False,E100078
312,E100035,2026 H1,2026-06-15,4,Exceeds Expectations,77,True,E100078
313,E100036,2021 H1,2021-06-15,5,Outstanding,90,False,E100031
314,E100036,2021 H2,2021-12-15,3,Meets Expectations,48,False,E100031
315,E100036,2022 H1,2022-06-15,4,Exceeds Expectations,77,False,E100031
316,E100036,2022 H2,2022-12-15,4,Exceeds Expectations,74,False,E100031
317,E100036,2023 H1,2023-06-15,4,Exceeds Expectations,86,False,E100031
318,E100036,2023 H2,2023-12-15,4,Exceeds Expectations,66,False,E100031
319,E100036,2024 H1,2024-06-15,3,Meets Expectations,55,False,E100031
320,E100036,2024 H2,2024-12-15,5,Outstanding,92,False,E100031
321,E100036,2025 H1,2025-06-15,2,Needs Improvement,53,False,E100031
322,E100036,2025 H2,2025-12-15,4,Exceeds Expectations,71,True,E100031
323,E100036,2026 H1,2026-06-15,3,Meets Expectations,30,False,E100031
324,E100037,2021 H1,2021-06-15,3,Meets Expectations,45,False,E100078
325,E100037,2021 H2,2021-12-15,4,Exceeds Expectations,69,False,E100078
326,E100037,2022 H1,2022-06-15,4,Exceeds Expectations,50,False,E100078
327,E100037,2022 H2,2022-12-15,5,Outstanding,102,True,E100078
328,E100037,2023 H1,2023-06-15,4,Exceeds Expectations,68,True,E100078
329,E100037,2023 H2,2023-12-15,4,Exceeds Expectations,72,False,E100078
330,E100037,2024 H1,2024-06-15,3,Meets Expectations,61,False,E100078
331,E100037,2024 H2,2024-12-15,4,Exceeds Expectations,75,False,E100078
332,E100037,2025 H1,2025-06-15,3,Meets Expectations,52,False,E100078
333,E100037,2025 H2,2025-12-15,2,Needs Improvement,30,False,E100078
334,E100037,2026 H1,2026-06-15,3,Meets Expectations,63,False,E100078
335,E100038,2021 H1,2021-06-15,4,Exceeds Expectations,81,False,E100078
336,E100038,2021 H2,2021-12-15,5,Outstanding,93,False,E100078
337,E100038,2022 H1,2022-06-15,2,Needs Improvement,44,False,E100078
338,E100038,2022 H2,2022-12-15,2,Needs Improvement,30,False,E100078
339,E100038,2023 H1,2023-06-15,5,Outstanding,89,False,E100078
340,E100038,2023 H2,2023-12-15,4,Exceeds Expectations,51,True,E100078
341,E100038,2024 H1,2024-06-15,3,Meets Expectations,56,False,E100078
342,E100038,2024 H2,2024-12-15,3,Meets Expectations,61,False,E100078
343,E100038,2025 H1,2025-06-15,3,Meets Expectations,65,False,E100078
344,E100038,2025 H2,2025-12-15,3,Meets Expectations,54,False,E100078
345,E100038,2026 H1,2026-06-15,3,Meets Expectations,59,False,E100078
346,E100039,2021 H1,2021-06-15,3,Meets Expectations,56,False,E100006
347,E100039,2021 H2,2021-12-15,4,Exceeds Expectations,81,False,E100006
348,E100039,2022 H1,2022-06-15,5,Outstanding,90,False,E100006
349,E100039,2022 H2,2022-12-15,3,Meets Expectations,47,False,E100006
350,E100039,2023 H1,2023-06-15,4,Exceeds Expectations,70,False,E100006
351,E100039,2023 H2,2023-12-15,3,Meets Expectations,45,False,E100006
352,E100039,2024 H1,2024-06-15,5,Outstanding,98,False,E100006
353,E100039,2024 H2,2024-12-15,5,Outstanding,75,False,E100006
354,E100039,2025 H1,2025-06-15,3,Meets Expectations,44,False,E100006
355,E100039,2025 H2,2025-12-15,4,Exceeds Expectations,64,False,E100006
356,E100039,2026 H1,2026-06-15,5,Outstanding,86,False,E100006
357,E100040,2021 H1,2021-06-15,5,Outstanding,98,False,E100043
358,E100040,2021 H2,2021-12-15,4,Exceeds Expectations,89,True,E100043
359,E100041,2021 H1,2021-06-15,3,Meets Expectations,62,False,E100056
360,E100041,2021 H2,2021-12-15,4,Exceeds Expectations,64,False,E100056
361,E100041,2022 H1,2022-06-15,3,Meets Expectations,51,False,E100056
362,E100041,2022 H2,2022-12-15,4,Exceeds Expectations,79,True,E100056
363,E100041,2023 H1,2023-06-15,4,Exceeds Expectations,77,False,E100056
364,E100042,2021 H1,2021-06-15,3,Meets Expectations,31,False,E100113
365,E100042,2021 H2,2021-12-15,4,Exceeds Expectations,64,False,E100113
366,E100042,2022 H1,2022-06-15,5,Outstanding,93,False,E100113
367,E100042,2022 H2,2022-12-15,5,Outstanding,78,False,E100113
368,E100042,2023 H1,2023-06-15,4,Exceeds Expectations,79,True,E100113
